DexNumber,Name,FlavorText,Grass,Water,Fire
260,Swampert,Swampert is very strong. It has enough power to easily drag a boulder weighing more than a ton. This Pokémon also has powerful vision that lets it see even in murky water.,0,1,0
260,Swampert,"Its arms are hard as rock. With one swing, it can break a boulder into pieces.",0,1,0
260,Swampert,"If it senses the approach of a storm and a tidal wave, it protects its seaside nest by piling up boulders. It swims as fast as a jet ski.",0,1,0
260,Swampert,"Its arms are rock-hard. With one swing, they can batter down its foe. It makes its nest on beautiful beaches.",0,1,0
273,Seedot,"When it dangles from a tree branch, it looks just like an acorn. It enjoys scaring other Pokémon that try to peck at it.",1,0,0
273,Seedot,It attaches itself to a tree branch using the top of its head. Strong winds can sometimes make it fall.,1,0,0
273,Seedot,"If it remains still, it looks just like a real nut. It delights in surprising foraging Pokémon.",1,0,0
273,Seedot,Seedot looks exactly like an acorn when it is dangling from a tree branch. It startles other Pokémon by suddenly moving. This Pokémon polishes its body once a day using leaves.,1,0,0
273,Seedot,"Seedot attaches itself to a tree branch using the top of its head. It sucks moisture from the tree while hanging off the branch. The more water it drinks, the glossier this Pokémon’s body becomes.",1,0,0
273,Seedot,"When it dangles from a tree branch, it looks just like an acorn. It enjoys scaring other Pokémon.",1,0,0
273,Seedot,"It hangs off branches and absorbs nutrients. When it finishes eating, its body becomes so heavy that it drops to the ground with a thump.",1,0,0
273,Seedot,"If it remains still, it becomes impossible to distinguish from real nuts. It delights in surprising foraging PIDGEY.",1,0,0
274,Nuzleaf,The sound of its grass flute makes its listeners uneasy. It lives deep in the forest.,1,0,0
274,Nuzleaf,They live in holes bored in large trees. The sound of Nuzleaf’s grass flute fills listeners with dread.,1,0,0
274,Nuzleaf,"It lives deep in forests. With the leaf on its head, it makes a flute whose song makes listeners uneasy.",1,0,0
274,Nuzleaf,This Pokémon pulls out the leaf on its head and makes a flute with it. The sound of Nuzleaf’s flute strikes fear and uncertainty in the hearts of people lost in a forest.,1,0,0
274,Nuzleaf,Nuzleaf live in densely overgrown forests. They occasionally venture out of the forest to startle people. This Pokémon dislikes having its long nose pinched.,1,0,0
274,Nuzleaf,The sound of its grass flute makes its listeners uneasy. It lives deep in forests.,1,0,0
274,Nuzleaf,A forest-dwelling POKéMON that is skilled at climbing trees. Its long and pointed nose is its weak point. It loses power if the nose is gripped.,1,0,0
275,Shiftry,"By flapping its leafy fans, it can whip up gusts of 100 feet per second that can level houses.",1,0,0
275,Shiftry,It lives quietly in the deep forest. It is said to create chilly winter winds with the fans it holds.,1,0,0
275,Shiftry,A Pokémon that was feared as a forest guardian. It can read the foe’s mind and take preemptive action.,1,0,0
275,Shiftry,Shiftry’s large fans generate awesome gusts of wind at a speed close to 100 feet per second. The whipped-up wind blows anything away. This Pokémon chooses to live quietly deep in forests.,1,0,0
275,Shiftry,Shiftry is a mysterious Pokémon that is said to live atop towering trees dating back over a thousand years. It creates terrific windstorms with the fans it holds.,1,0,0
275,Shiftry,"By flapping its leafy fan, it can whip up gusts of 100 feet per second that can level houses.",1,0,0
275,Shiftry,"By flapping its leafy fan, it can whip up gusts of 100 ft/second that can level houses.",1,0,0
275,Shiftry,"It is said to arrive on chilly, wintry winds. Feared from long ago as the guardian of forests, this POKéMON lives in a deep forest where people do not venture.",1,0,0
275,Shiftry,SHIFTRY is a mysterious POKéMON that is said to live atop towering trees  dating back over a thousand years. It creates terrific windstorms with the fans it holds.,1,0,0
278,Wingull,"It rides upon ocean winds as if it were a glider. In the winter, it hides food around its nest.",0,1,0
278,Wingull,"It soars high in the sky, riding on updrafts like a glider. It carries food tucked in its bill.",0,1,0
278,Wingull,"Catching sea winds with its long wings, it soars as if it were a glider. It folds its wings to rest.",0,1,0
278,Wingull,"It makes its nest on steep sea cliffs. Riding updrafts, it soars to great heights.",0,1,0
278,Wingull,It soars on updrafts without flapping its wings. It makes a nest on sheer cliffs at the sea’s edge.,0,1,0
278,Wingull,"It makes its nest on sheer cliffs. Riding the sea breeze, it glides up into the expansive skies.",0,1,0
278,Wingull,It builds nests in cliffs by the sea. It circles the skies above the ocean looking for its favorite food—Wishiwashi.,0,1,0
278,Wingull,"With its long, thin wings, it catches updrafts and flies like a glider high up into the sky.",0,1,0
278,Wingull,"Fishermen keep an eye out for Wingull in the sky, because wherever they’re circling, the ocean is sure to be teeming with fish Pokémon.",0,1,0
278,Wingull,Its hollow bones enhance its lightness. It spreads its wings to the wind and soars away into the sky.,0,1,0
278,Wingull,Wingull rides updrafts rising from the sea by extending its long and narrow wings to glide. This Pokémon’s long beak is useful for catching prey.,0,1,0
278,Wingull,Wingull has the habit of carrying prey and valuables in its beak and hiding them in all sorts of locations. This Pokémon rides the winds and flies as if it were skating across the sky.,0,1,0
278,Wingull,"It makes its nest on a sheer cliff at the edge of the sea. It has trouble keeping its wings flapping in flight. Instead, it soars on updrafts.",0,1,0
279,Pelipper,"It protects its young in its beak. It bobs on waves, resting on them on days when the waters are calm.",0,1,0
279,Pelipper,It is a flying transporter that carries small Pokémon in its beak. It bobs on the waves to rest its wings.,0,1,0
279,Pelipper,It acts as a delivery service by carrying small Pokémon in its bill. It bobs on the waves to rest.,0,1,0
279,Pelipper,"It dips its large bill in the sea, then scoops up numerous prey along with water.",0,1,0
279,Pelipper,"Skimming the water’s surface, it dips its large bill in the sea, scoops up food and water, and carries it.",0,1,0
279,Pelipper,"It is a messenger of the skies, carrying small Pokémon and eggs to safety in its bill.",0,1,0
279,Pelipper,It scoops up Wishiwashi in its huge beak and swallows them whole. It can devour more than 30 at one go!,0,1,0
279,Pelipper,It places small Pokémon into its spacious beak and carries them around. No one knows where it’s taking them.,0,1,0
279,Pelipper,Gathering food is the work of young males. They store food in their capacious beaks and carry it back to others waiting in the nest.,0,1,0
279,Pelipper,Its spacious beak is large enough for a small child to fit right inside.,0,1,0
279,Pelipper,"Pelipper searches for food while in flight by skimming the wave tops. This Pokémon dips its large bill in the sea to scoop up food, then swallows everything in one big gulp.",0,1,0
279,Pelipper,Pelipper is a flying transporter that carries small Pokémon and eggs inside its massive bill. This Pokémon builds its nest on steep cliffs facing the sea.,0,1,0
279,Pelipper,"It skims the tops of waves as it flies. When it spots prey, it uses its large beak to scoop up the victim with water. It protects its eggs in its beak.",0,1,0
283,Surskit,"It secretes a thick, sweet-scented syrup from the tip of its head. It lives on weed-choked ponds.",0,1,0
283,Surskit,"They usually live on ponds, but after an evening shower, they may appear on puddles in towns.",0,1,0
283,Surskit,It appears as if it is skating on water. It draws prey in with a sweet scent released from the tip of its head.,0,1,0
283,Surskit,"It lives in ponds and marshes that feature lots of plant life. It often fights with Dewpider, whose habitat and diet are similar.",0,1,0
283,Surskit,"If it’s in a pinch, it will secrete a sweet liquid from the tip of its head. Syrup made from gathering that liquid is tasty on bread.",0,1,0
283,Surskit,"When this Pokémon senses danger, a sweet fluid oozes from the tip of its head. The taste of it disgusts bird Pokémon.",0,1,0
283,Surskit,It moves as if skating on the surface of the water. It often fights with Dewpider over food.,0,1,0
283,Surskit,"If Surskit senses danger, it secretes a thick, sugary syrup from the tip of its head. There are some Pokémon that love eating this syrup.",0,1,0
283,Surskit,"From the tips of its feet, Surskit secretes an oil that enables it to walk on water as if it were skating. This Pokémon feeds on microscopic organisms in ponds and lakes.",0,1,0
283,Surskit,It appears as if it is skating on water. It draws prey with a sweet scent from the tip of its head.,0,1,0
283,Surskit,"They gather on puddles after evening downpours, gliding across the surface of water as if sliding. It secretes honey with a sweet aroma from its head.",0,1,0
285,Shroomish,"If it senses danger, it scatters spores from the top of its head to protect itself.",1,0,0
285,Shroomish,It prefers damp places. By day it remains still in the forest shade. It releases toxic powder from its head.,1,0,0
285,Shroomish,It spouts poison spores from the top of its head. These spores cause pain all over the body if inhaled.,1,0,0
285,Shroomish,"If Shroomish senses danger, it shakes its body and scatters spores from the top of its head. This Pokémon’s spores are so toxic, they make trees and weeds wilt.",1,0,0
285,Shroomish,"Shroomish live in damp soil in the dark depths of forests. They are often found keeping still under fallen leaves. This Pokémon feeds on compost that is made up of fallen, rotted leaves.",1,0,0
285,Shroomish,It spouts poison spores from the top of its head. These spores cause pain all over if inhaled.,1,0,0
285,Shroomish,"It loves to eat damp, composted soil in forests. If you enter a forest after a long rain, you can see many SHROOMISH feasting on composted soil.",1,0,0
286,Breloom,"The seeds on its tail are made of toxic spores. It knocks out foes with quick, virtually invisible punches.",1,0,0
286,Breloom,It scatters poisonous spores and throws powerful punches while its foe is hampered by inhaled spores.,1,0,0
286,Breloom,Its short arms stretch when it throws punches. Its technique is equal to that of pro boxers.,1,0,0
286,Breloom,The seeds ringing Breloom’s tail are made of hardened toxic spores. It is horrible to eat the seeds. Just taking a bite of this Pokémon’s seed will cause your stomach to rumble.,1,0,0
286,Breloom,"Breloom closes in on its foe with light and sprightly footwork, then throws punches with its stretchy arms. This Pokémon’s fighting technique puts boxers to shame.",1,0,0
286,Breloom,It scatters spores from holes in the cap on its head. It loves warm and humid climates. It feeds on trees and plants in fields and forests.,1,0,0
315,Roselia,"Though beautiful, it has highly poisonous thorns. There is an old tradition in my homeland wherein one would send these thorns to an opponent to challenge them to a duel.",1,0,0
315,Roselia,The beautiful flowers on its arms have toxic thorns. Don’t even think about picking those flowers.,1,0,0
315,Roselia,Roselia raised on clean drinking water are known to grow vividly colored flowers.,1,0,0
315,Roselia,"It uses the different poisons in each hand separately when it attacks. The stronger its aroma, the healthier it is.",1,0,0
315,Roselia,"Its flowers give off a relaxing fragrance. The stronger its aroma, the healthier the Roselia is.",1,0,0
315,Roselia,"On extremely rare occasions, a Roselia is said to appear with its flowers in unusual colors. The thorns on this Pokémon’s head contain a vicious poison.",1,0,0
315,Roselia,Roselia shoots sharp thorns as projectiles at any opponent that tries to steal the flowers on its arms. The aroma of this Pokémon brings serenity to living things.,1,0,0
315,Roselia,Roselia that drink nutritionally rich springwater are said to reveal rare coloration when they bloom.,1,0,0
315,Roselia,"The more healthy the Roselia, the more pleasant its flowers’ aroma. Its scent deeply relaxes people.",1,0,0
315,Roselia,A ROSELIA that drinks nutritionally rich springwater blooms with lovely flowers. The fragrance of its flowers has the effect of making its foes careless.,1,0,0
318,Carvanha,They swarm any foe that invades their territory. Their sharp fangs can tear out boat hulls.,0,1,0
318,Carvanha,These Pokémon have sharp fangs and powerful jaws. Sailors avoid Carvanha dens at all costs.,0,1,0
318,Carvanha,"It won’t attack while it’s alone—not even if it spots prey. Instead, it waits for other Carvanha to join it, and then the Pokémon attack as a group.",0,1,0
318,Carvanha,"With its sturdy jaws and fangs, it can easily chomp wooden boats to splinters. It fights with Basculin over food.",0,1,0
318,Carvanha,"They’re such cowards that they won’t hunt alone. When five or so of them get together, they suddenly turn ferocious!",0,1,0
318,Carvanha,"If they scent the faintest trace of blood, they rush to attack en masse. When alone, they’re rather cowardly.",0,1,0
318,Carvanha,Each school has its own territory. Any intruders are mercilessly attacked with fangs bared.,0,1,0
318,Carvanha,"If anything invades Carvanha’s territory, it will swarm and tear at the intruder with its pointed fangs. On its own, however, this Pokémon turns suddenly timid.",0,1,0
318,Carvanha,Carvanha’s strongly developed jaws and its sharply pointed fangs pack the destructive power to rip out boat hulls. Many boats have been attacked and sunk by this Pokémon.,0,1,0
318,Carvanha,It lives in massive rivers that course through jungles. It swarms prey that enter its territory.,0,1,0
318,Carvanha,They form packs to attack boats and rip out their hulls to sink them. They live in rivers in the jungle.,0,1,0
318,Carvanha,"CARVANHA attack ships in swarms, making them sink. Although it is said to be a very vicious POKéMON, it timidly flees as soon as it finds itself alone.",0,1,0
319,Sharpedo,"The moment it charges into its opponent, sharp spikes pop out of Sharpedo’s head, leaving its opponent with deep wounds.",0,1,0
319,Sharpedo,"The yellow patterns it bears are old scars. The energy from Mega Evolution runs through them, causing it sharp pain and suffering.",0,1,0
319,Sharpedo,"As a consequence of Mega Evolution, its combative instincts exploded. The yellow marks it bears are scars from a long history of battles.",0,1,0
319,Sharpedo,"The spines sprouting from its head are transformed fangs. If they’re injured or broken off, the spines will regenerate countless times.",0,1,0
319,Sharpedo,Its fangs rip through sheet iron. It swims at 75 mph and is known as the Bully of the Sea.,0,1,0
319,Sharpedo,This Pokémon is known as the Bully of the Sea. Any ship entering the waters Sharpedo calls home will be attacked—no exceptions.,0,1,0
319,Sharpedo,"As soon as it catches the scent of prey, Sharpedo will jet seawater from its backside, hurtling toward the target to attack at 75 mph.",0,1,0
319,Sharpedo,It drinks in seawater and jets it from its rear to propel itself. It’s very sensitive to the scent of blood.,0,1,0
319,Sharpedo,"People believe that carrying one of its discarded fangs will prevent mishaps at sea, so the fangs are made into accessories.",0,1,0
319,Sharpedo,"It has a sad history. In the past, its dorsal fin was a treasured foodstuff, so this Pokémon became a victim of overfishing.",0,1,0
319,Sharpedo,It pursues its prey at speeds of 75 mph and finishes them off with fangs that can crush iron. It is known as the bully of the sea.,0,1,0
319,Sharpedo,Sharpedo can swim at speeds of up to 75 mph by jetting seawater out of its backside. This Pokémon’s drawback is its inability to swim long distances.,0,1,0
319,Sharpedo,"Nicknamed “the bully of the sea,” Sharpedo is widely feared. Its cruel fangs grow back immediately if they snap off. Just one of these Pokémon can thoroughly tear apart a supertanker.",0,1,0
319,Sharpedo,It can swim at speeds of 75 mph by jetting seawater through its body. It is the bandit of the sea.,0,1,0
319,Sharpedo,Its fangs rip through sheet iron. It swims at 75 mph and is known as “The Bully of the Sea.”,0,1,0
319,Sharpedo,The vicious and sly gangster of the sea. Its skin is specially textured to minimize drag in water. Its speed tops out at over 75 miles per hour.,0,1,0
319,Sharpedo,"The ruffian of the seas, it has fangs that crunch through iron. It swims by jetting water from its rear.",0,1,0
320,Wailmer,"On sunny days, it lands on beaches to bounce like a ball and play. It spouts water from its nostrils.",0,1,0
320,Wailmer,"When it sucks in a large volume of seawater, it becomes like a big, bouncy ball. It eats a ton of food daily.",0,1,0
320,Wailmer,It shows off by spraying jets of seawater from the nostrils above its eyes. It eats a solid ton of Wishiwashi every day.,0,1,0
320,Wailmer,"Due to their memories of when they once lived on land, pods of them will, very rarely, wash up on shore.",0,1,0
320,Wailmer,It swims along with its mouth open and swallows down seawater along with its food. It sprays excess water out of its nostrils.,0,1,0
320,Wailmer,It loves to startle people. It fills itself up with seawater and plays by bouncing around like a ball.,0,1,0
320,Wailmer,"Wailmer can store water inside its body to transform itself into a ball for bouncing around on the ground. By filling itself up with more water, this Pokémon can elevate the height of its bounces.",0,1,0
320,Wailmer,Wailmer’s nostrils are located above its eyes. This playful Pokémon loves to startle people by forcefully snorting out seawater it stores inside its body out of its nostrils.,0,1,0
320,Wailmer,It eats one ton of food every day. It plays by shooting stored seawater out its blowholes with great force.,0,1,0
320,Wailmer,"It bounces playfully like a ball. The more seawater it swallows, the higher it bounces.",0,1,0
320,Wailmer,"On sunny days, it lands on beaches to bounce like a ball and play. It spouts water from its nose.",0,1,0
320,Wailmer,"While this POKéMON usually lives in the sea, it can survive on land, although not too long. It loses vitality if its body becomes dried out.",0,1,0
321,Wailord,"It’s the biggest of all Pokémon. It can dive to a depth of almost 10,000 feet on only one breath.",0,1,0
321,Wailord,Its immense size is the reason for its popularity. Wailord watching is a favorite sightseeing activity in various parts of the world.,0,1,0
321,Wailord,It can sometimes knock out opponents with the shock created by breaching and crashing its big body onto the water.,0,1,0
321,Wailord,"When a small Wailmer is attacked by Sharpedo or Dhelmise, its whole pod works together to protect it.",0,1,0
321,Wailord,"They eat so many fish Pokémon that when Wailord become too numerous, fishermen have to chase them off.",0,1,0
321,Wailord,"Wailord pursue their prey in pods. With their large mouths, they can swallow entire schools of Wishiwashi whole.",0,1,0
321,Wailord,"When chasing prey, Wailord herds them by leaping out of the water and making a humongous splash. It is breathtaking to see this Pokémon leaping out of the sea with others in its pod.",0,1,0
321,Wailord,"Wailord is the largest of all identified Pokémon up to now. This giant Pokémon swims languorously in the vast open sea, eating massive amounts of food at once with its enormous mouth.",0,1,0
321,Wailord,"The biggest of all Pokémon. It can dive to a depth of almost 10,000 feet on only one breath.",0,1,0
321,Wailord,It is the largest of all identified Pokémon. They jump as a pack to herd their prey.,0,1,0
321,Wailord,"It breathes through nostrils that it raises above the sea. By inhaling to its maximum capacity, a WAILORD can dive close to 10,000 feet beneath the waves.",0,1,0
321,Wailord,It is among the largest of all POKéMON. It herds prey in a pack then swallows the massed prey in one gulp.,0,1,0
322,Numel,The flaming magma it stores in the hump on its back is the source of its tremendous power.,0,0,1
322,Numel,"Magma of almost 2,200 degrees Fahrenheit courses through its body. When it grows cold, the magma hardens and slows it.",0,0,1
322,Numel,"Its humped back stores intensely hot magma. In rain, the magma cools, slowing Numel down.",0,0,1
322,Numel,"Numel stores magma of almost 2,200 degrees Fahrenheit within its body. If it gets wet, the magma cools and hardens. In that event, the Pokémon’s body grows heavy and its movements become sluggish.",0,0,1
322,Numel,"Numel is extremely dull witted—it doesn’t notice being hit. However, it can’t stand hunger for even a second. This Pokémon’s body is a seething cauldron of boiling magma.",0,0,1
322,Numel,"The magma in its body reaches 2,200 degrees Fahrenheit. Its hump gets smaller when it uses Fire-type moves.",0,0,1
322,Numel,"Its humped back stores intensely hot magma. In rain, the magma cools, slowing its movement.",0,0,1
322,Numel,"The magma in its body reaches 2,200 degrees F. Its hump gets smaller when it uses Fire-type moves.",0,0,1
322,Numel,A NUMEL stores boiling magma in the hump on its back. It is a hardy POKéMON that can transport a 220-pound load. It has served humans at work since long ago.,0,0,1
322,Numel,"NUMEL stores magma of almost 2,200 degrees F within its body. If it gets wet, the magma cools and hardens. In that event, the POKéMON’s body grows heavy and its movements become sluggish.",0,0,1
322,Numel,"NUMEL is extremely dull witted - it doesn’t notice being hit. However, it can’t stand hunger for even a second. This POKéMON’s body is a seething cauldron of boiling magma.",0,0,1
323,Camerupt,"If angered, the humps on its back erupt in a shower of molten lava. It lives in the craters of volcanoes.",0,0,1
323,Camerupt,It lives in the crater of a volcano. It is well known that the humps on its back erupt every 10 years.,0,0,1
323,Camerupt,"It has volcanoes on its back. If magma builds up in its body, it shudders, then erupts violently.",0,0,1
323,Camerupt,The humps on Camerupt’s back are formed by a transformation of its bones. They sometimes blast out molten magma. This Pokémon apparently erupts often when it is enraged.,0,0,1
323,Camerupt,"Camerupt has a volcano inside its body. Magma of 18,000 degrees Fahrenheit courses through its body. Occasionally, the humps on this Pokémon’s back erupt, spewing the superheated magma.",0,0,1
323,Camerupt,The volcanoes on its back have a major eruption every 10 years--or whenever it becomes really angry.,0,0,1
323,Camerupt,"A POKéMON that lives in the crater of a volcano. Every 10 years, the volcanoes on its back erupt violently. Research is under way on the cause of eruption.",0,0,1
323,Camerupt,"CAMERUPT has a volcano inside its body. Magma of 18,000 degrees F courses through its body. Occasionally, the humps on this POKéMON’s back erupt, spewing the superheated magma.",0,0,1
324,Torkoal,Coal is the source of Torkoal’s energy. Large amounts of coal can be found in the mountains where they live.,0,0,1
324,Torkoal,It burns coal inside its shell for energy. It blows out black soot if it is endangered.,0,0,1
324,Torkoal,It burns coal inside its shell for energy. It blows out black soot if it is in a tough situation.,0,0,1
324,Torkoal,You find abandoned coal mines full of them. They dig tirelessly in search of coal.,0,0,1
324,Torkoal,"It burns coal to produce energy. When it has burned through all of its coal, it becomes unable to move.",0,0,1
324,Torkoal,You can tell how it’s feeling by the smoke spouting from its shell. Tremendous velocity is a sign of good health.,0,0,1
324,Torkoal,"If the fire burning within its shell goes out, it will die. Those who wish to raise one in their home must always keep something flammable at hand.",0,0,1
324,Torkoal,"Torkoal generates energy by burning coal. It grows weaker as the fire dies down. When it is preparing for battle, this Pokémon burns more coal.",0,0,1
324,Torkoal,"Torkoal digs through mountains in search of coal. If it finds some, it fills hollow spaces on its shell with the coal and burns it. If it is attacked, this Pokémon spouts thick black smoke to beat a retreat.",0,0,1
324,Torkoal,"It battles using energy it gets from burning coal. When loosing smoke from its nostrils, it lets off a sound that is similar to a locomotive’s horn.",0,0,1
324,Torkoal,"It burns coal inside its shell. If it is attacked, it belches thick, black smoke and flees.",0,0,1
331,Cacnea,It lives in arid locations. Its yellow flowers bloom once a year.,1,0,0
331,Cacnea,"It prefers harsh environments, such as deserts. It can survive for 30 days on water stored in its body.",1,0,0
331,Cacnea,"By storing water in its body, this desert dweller can survive for 30 days without water.",1,0,0
331,Cacnea,"The more arid and harsh the environment, the more pretty and fragrant a flower Cacnea grows. This Pokémon battles by wildly swinging its thorny arms.",1,0,0
331,Cacnea,"Cacnea lives in arid locations such as deserts. It releases a strong aroma from its flower to attract prey. When prey comes near, this Pokémon shoots sharp thorns from its body to bring the victim down.",1,0,0
331,Cacnea,It prefers harsh environments such as deserts. It can survive for 30 days on water stored in its body.,1,0,0
331,Cacnea,"CACNEA live in deserts with virtually no rainfall. It battles by swinging its thick, spiked arms. Once a year, a yellow flower blooms.",1,0,0
332,Cacturne,It lives in deserts. It becomes active at night when it hunts for prey exhausted from the desert’s heat.,1,0,0
332,Cacturne,Packs of them follow travelers through the desert until the travelers can no longer move.,1,0,0
332,Cacturne,"It becomes active at night, seeking prey that is exhausted from the day’s desert heat.",1,0,0
332,Cacturne,"If a traveler is going through a desert in the thick of night, Cacturne will follow in a ragtag group. The Pokémon are biding their time, waiting for the traveler to tire and become incapable of moving.",1,0,0
332,Cacturne,"During the daytime, Cacturne remains unmoving so that it does not lose any moisture to the harsh desert sun. This Pokémon becomes active at night when the temperature drops.",1,0,0
332,Cacturne,"After spending thousands of years in harsh deserts, its blood transformed into the same substances as sand. It is nocturnal, so it hunts at night.",1,0,0
339,Barboach,It probes muddy riverbeds with its two long whiskers. A slimy film protects its body.,0,1,0
339,Barboach,"Its two whiskers provide a sensitive radar. Even in muddy waters, it can detect its prey’s location.",0,1,0
339,Barboach,"Makes its home in swamps with murky water. The poor visibility hides this Pokémon from predators, and the slime on its body makes grasping it difficult.",0,1,0
339,Barboach,"Its whiskers make a superb radar. They are used to locate prey, even in the murkiest of water.",0,1,0
339,Barboach,It coats its entire body with a slimy fluid so it can squirm and slip away if grabbed.,0,1,0
339,Barboach,"Its slimy body is hard to grasp. In one region, it is said to have been born from hardened mud.",0,1,0
339,Barboach,Its whiskers are filled with nerves. They can sense smells and flavors just as a person’s nose or tongue would.,0,1,0
339,Barboach,"Its entire body is gooey. When pecked at by bird Pokémon, it slips and slides its way to freedom.",0,1,0
339,Barboach,"Its slippery body is hard to grasp, so much so that there are festivals where people compete to see how many they can catch barehanded.",0,1,0
339,Barboach,"Barboach’s body is covered with a slimy film. If a foe grabs it, this Pokémon just slips out of the enemy’s grip. This Pokémon grows weak if the slimy coating dries up.",0,1,0
339,Barboach,"Barboach’s sensitive whiskers serve as a superb radar system. This Pokémon hides in mud, leaving only its two whiskers exposed while it waits for prey to come along.",0,1,0
339,Barboach,BARBOACH uses its whiskers to taste things just as a person uses his or her tongue to taste things.,0,1,0
339,Barboach,Its body is covered with a slimy film. The film acts as a barrier to prevent germs in muddy water from entering the BARBOACH’s body.,0,1,0
340,Whiscash,Sighting Whiscash leaping from the water is believed to herald an earthquake.,0,1,0
340,Whiscash,"It is extremely protective of its territory. If any foe approaches, it attacks using vicious tremors.",0,1,0
340,Whiscash,Strikes its caudal fin against the swamp bed to shake the ground and startle its prey. It will then swallow the fleeing prey whole. People mistook this behavior as the cause of earthquakes.,0,1,0
340,Whiscash,"As a result of causing tremors by thrashing about, it developed the ability to foretell real quakes.",0,1,0
340,Whiscash,It is very territorial. It repels foes by setting off tremors that extend over a three-mile radius.,0,1,0
340,Whiscash,"It claims a large swamp to itself. If a foe comes near it, it sets off tremors by thrashing around.",0,1,0
340,Whiscash,"It makes its nest at the bottom of swamps. It will eat anything—if it is alive, Whiscash will eat it.",0,1,0
340,Whiscash,Its vision is not that good. It senses vibrations in the water with its whiskers to determine the location of its prey.,0,1,0
340,Whiscash,Whiscash shakes the ground at high intensities to intimidate its opponents. It swallows its prey whole—along with mud from the swamp floor.,0,1,0
340,Whiscash,"A glutton that devours anything that moves, it quietly lurks at the bottom of swamps, lying in wait for prey.",0,1,0
340,Whiscash,"If Whiscash goes on a wild rampage, it sets off a quake-like tremor with a radius of over three miles. This Pokémon has the ability to predict real earthquakes.",0,1,0
340,Whiscash,"Whiscash is extremely territorial. Just one of these Pokémon will claim a large pond as its exclusive territory. If a foe approaches it, it thrashes about and triggers a massive earthquake.",0,1,0
340,Whiscash,"It makes its nest at the bottom of swamps. It will eat anything--if it is alive, Whiscash will eat it.",0,1,0
340,Whiscash,"Mysteriously, it can foretell earthquakes. In the daytime, it sleeps in mud at the bottom of a pond. When it awakens, it continually feeds throughout the night.",0,1,0
340,Whiscash,"It makes its nest at the bottom of  swamps. It will eat anything - if it is alive, WHISCASH will eat it.",0,1,0
341,Corphish,Its hardy vitality enables it to adapt to any environment. Its pincers will never release prey.,0,1,0
341,Corphish,It was originally a Pokémon from afar that escaped to the wild. It can adapt to the dirtiest river.,0,1,0
341,Corphish,"No matter how dirty the water in the river, it will adapt and thrive. It has a strong will to survive.",0,1,0
341,Corphish,It can adapt very well to its environment. Feebas and Corphish are about the only Pokémon to live in stagnant ditches.,0,1,0
341,Corphish,"Individuals that have been set free by Trainers who could no longer raise them have become common, and they can now be found in Alola.",0,1,0
341,Corphish,Corphish catches prey with its sharp claws. It has no likes or dislikes when it comes to food—it will eat anything. This Pokémon has no trouble living in filthy water.,0,1,0
341,Corphish,Corphish were originally foreign Pokémon that were imported as pets. They eventually turned up in the wild. This Pokémon is very hardy and has greatly increased its population.,0,1,0
341,Corphish,"Once it grips prey with its large pincers, it will never let go, no matter what. It is a hardy POKéMON that can thrive in any environment.",0,1,0
341,Corphish,"It came from overseas. It is a very hardy creature that will quickly proliferate, even in polluted streams.",0,1,0
341,Corphish,CORPHISH catches prey with its sharp claws. It has no likes or dislikes when it comes to food - it will eat anything. This POKéMON has no trouble living in filthy water.,0,1,0
342,Crawdaunt,It is a ruffian that uses its pincers to pick up and toss out other Pokémon from its pond.,0,1,0
342,Crawdaunt,A brutish Pokémon that loves to battle. It will crash itself into any foe that approaches its nest.,0,1,0
342,Crawdaunt,A rough customer that wildly flails its giant claws. It is said to be extremely hard to raise.,0,1,0
342,Crawdaunt,"Its pincers often fall off. Unlike with Crabrawler or Clauncher, the meat in its claws is utterly nasty and stinking.",0,1,0
342,Crawdaunt,"Its temperament is rough and it loves to fight, but as soon as its pincers break off, it turns cowardly. It stays timid until they grow back.",0,1,0
342,Crawdaunt,"Crawdaunt molts (sheds) its shell regularly. Immediately after molting, its shell is soft and tender. Until the shell hardens, this Pokémon hides in its streambed burrow to avoid attack from its foes.",0,1,0
342,Crawdaunt,"Crawdaunt has an extremely violent nature that compels it to challenge other living things to battle. Other life-forms refuse to live in ponds inhabited by this Pokémon, making them desolate places.",0,1,0
342,Crawdaunt,"Loving to battle, this Pokémon pinches all Pokémon that enter its territory with its pincers and throws them out.",0,1,0
342,Crawdaunt,A brutish POKéMON that loves to battle. A veteran CRAWDAUNT that has prevailed in hundreds of battles has giant pincers marked with countless scars.,0,1,0
345,Lileep,It lived on the seafloor 100 million years ago and was reanimated scientifically.,1,0,0
345,Lileep,"Lileep clings to rocks on the seabed. When prey comes close, this Pokémon entangles it with petallike tentacles.",1,0,0
345,Lileep,"This Pokémon was restored from a fossil. Lileep once lived in warm seas that existed approximately 100,000,000 years ago.",1,0,0
345,Lileep,It sticks to rocks with its powerful suckers and can’t be washed away no matter how rough the surf gets.,1,0,0
345,Lileep,"In ancient times, it lived in warm seas. It disguised itself as seaweed to ambush its prey and devoured them whole when they got close.",1,0,0
345,Lileep,"Lileep is an ancient Pokémon that was regenerated from a fossil. It remains permanently anchored to a rock. From its immobile perch, this Pokémon intently scans for prey with its two eyes.",1,0,0
